name,description,height,weight,gender,category,abilities,type,weakness
Naganadel,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.","11' 10""",330.7 lbs,"
    Unknown
                ",Poison Pin,Beast Boost,"Poison,Dragon","Psychic,Ground,Ice,Dragon"
Stakataka,"When stone walls started moving and attacking, the brute's true identity was this mysterious life-form, which brings to mind an Ultra Beast.","18' 01""",1807.8 lbs,"
    Unknown
                ",Rampart,Beast Boost,"Rock,Steel","Water,Fighting,Ground"
Blacephalon,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents' surprise to rob them of their vitality.","5' 11""",28.7 lbs,"
    Unknown
                ",Fireworks,Beast Boost,"Fire,Ghost","Water,Ghost,Ground,Dark,Rock"
Zeraora,"It approaches its enemies at the speed of lightning, then tears them limb from limb with its sharp claws.","4' 11""",98.1 lbs,"
    Unknown
                ",Thunderclap,Volt Absorb,Electric,Ground
Meltan,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.","0' 08""",17.6 lbs,"
    Unknown
                ",Hex Nut,Magnet Pull,Steel,"Fire,Fighting,Ground"
Melmetal,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.","8' 02""",1763.7 lbs,"
    Unknown
                ",Hex Nut,Iron Fist,Steel,"Fire,Fighting,Ground"
Grookey,"It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped.","1' 00""",11.0 lbs,,Chimp,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Thwackey,"When it's drumming out rapid beats in battle, it gets so caught up in the rhythm that it won't even notice that it's already knocked out its opponent.","2' 04""",30.9 lbs,,Beat,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Rillaboom,The one with the best drumming techniques becomes the boss of the troop. It has a gentle disposition and values harmony among its group.,"6' 11""",198.4 lbs,,Drummer,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Scorbunny,"It has special pads on the backs of its feet, and one on its nose. Once it's raring to fight, these pads radiate tremendous heat.","1' 00""",9.9 lbs,,Rabbit,Blaze,Fire,"Water,Ground,Rock"
Raboot,"It kicks berries right off the branches of trees and then juggles them with its feet, practicing its footwork.","2' 00""",19.8 lbs,,Rabbit,Blaze,Fire,"Water,Ground,Rock"
Cinderace,"It's skilled at both offense and defense, and it gets pumped up when cheered on. But if it starts showboating, it could put itself in a tough spot.","4' 07""",72.8 lbs,,Striker,Blaze,Fire,"Water,Ground,Rock"
Sobble,"When it gets wet, its skin changes color, and this Pokémon becomes invisible as if it were camouflaged.","1' 00""",8.8 lbs,,Water Lizard,Torrent,Water,"Grass,Electric"
Drizzile,"Highly intelligent but also very lazy, it keeps enemies out of its territory by laying traps everywhere.","2' 04""",25.4 lbs,,Water Lizard,Torrent,Water,"Grass,Electric"
Inteleon,Its nictitating membranes let it pick out foes' weak points so it can precisely blast them with water that shoots from its fingertips at Mach 3.,"6' 03""",99.6 lbs,,Secret Agent,Torrent,Water,"Grass,Electric"
Skwovet,"It eats berries nonstop—a habit that has made it more resilient than it looks. It'll show up on farms, searching for yet more berries.","1' 00""",5.5 lbs,,Cheeky,Cheek Pouch,Normal,Fighting
Greedent,"Common throughout the Galar region, this Pokémon has strong teeth and can chew through the toughest of berry shells.","2' 00""",13.2 lbs,,Greedy,Cheek Pouch,Normal,Fighting
Rookidee,"Jumping nimbly about, this small-bodied Pokémon takes advantage of even the slightest opportunity to disorient larger opponents.","0' 08""",4.0 lbs,,Tiny Bird,Keen Eye,Flying,"Electric,Ice,Rock"
Corvisquire,The lessons of many harsh battles have taught it how to accurately judge an opponent's strength.,"2' 07""",35.3 lbs,,Raven,Keen Eye,Flying,"Electric,Ice,Rock"
Corviknight,"With their great intellect and flying skills, these Pokémon very successfully act as the Galar region's airborne taxi service.","7' 03""",165.3 lbs,,Raven,Pressure,"Flying,Steel","Fire,Electric"
Blipbug,"Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.","1' 04""",17.6 lbs,,Larva,Compound Eyes,Bug,"Fire,Flying,Rock"
Dottler,"As it grows inside its shell, it uses its psychic abilities to monitor the outside world and prepare for evolution.","1' 04""",43.0 lbs,,Radome,Compound Eyes,"Bug,Psychic","Ghost,Fire,Flying,Dark,Rock,Bug"
Orbeetle,It emits psychic energy to observe and study what's around it—and what's around it can include things over six miles away.,"1' 04""",89.9 lbs,,Seven Spot,Swarm,"Bug,Psychic","Ghost,Fire,Flying,Dark,Rock,Bug"
Nickit,"Cunning and cautious, this Pokémon survives by stealing food from others. It erases its tracks with swipes of its tail as it makes off with its plunder.","2' 00""",19.6 lbs,,Fox,Run Away,Dark,"Fairy,Bug,Fighting"
Thievul,"With a lithe body and sharp claws, it goes around stealing food and eggs. Boltund is its natural enemy.","3' 11""",43.9 lbs,,Fox,Run Away,Dark,"Fairy,Bug,Fighting"
Gossifleur,It whirls around in the wind while singing a joyous song. This delightful display has charmed many into raising this Pokémon.,"1' 04""",4.9 lbs,,Flowering,Regenerator,Grass,"Fire,Flying,Ice,Poison,Bug"
Eldegoss,"The cotton on the head of this Pokémon can be spun into a glossy, gorgeous yarn—a Galar regional specialty.","1' 08""",5.5 lbs,,Cotton Bloom,Regenerator,Grass,"Fire,Flying,Ice,Poison,Bug"
Wooloo,"If its fleece grows too long, Wooloo won't be able to move. Cloth made with the wool of this Pokémon is surprisingly strong.","2' 00""",13.2 lbs,,Sheep,Run Away,Normal,Fighting
Dubwool,Its majestic horns are meant only to impress the opposite gender. They never see use in battle.,"4' 03""",94.8 lbs,,Sheep,Steadfast,Normal,Fighting
Chewtle,"It starts off battles by attacking with its rock-hard horn, but as soon as the opponent flinches, this Pokémon bites down and never lets go.","1' 00""",18.7 lbs,,Snapping,Shell Armor,Water,"Grass,Electric"
Drednaw,This Pokémon rapidly extends its retractable neck to sink its sharp fangs into distant enemies and take them down.,"3' 03""",254.6 lbs,,Bite,Shell Armor,"Water,Rock","Grass,Electric,Fighting,Ground"
Yamper,"This gluttonous Pokémon only assists people with their work because it wants treats. As it runs, it crackles with electricity.","1' 00""",29.8 lbs,,Puppy,Ball Fetch,Electric,Ground
Boltund,"It sends electricity through its legs to boost their strength. Running at top speed, it easily breaks 50 mph.","3' 03""",75.0 lbs,,Dog,Strong Jaw,Electric,Ground
Rolycoly,"It can race around like a unicycle, even on rough, rocky terrain. Burning coal sustains it.","1' 00""",26.5 lbs,,Coal,Heatproof,Rock,"Water,Steel,Grass,Fighting,Ground"
Carkol,"By rapidly rolling its legs, it can travel at over 18 mph. The temperature of the flames it breathes exceeds 1,800 degrees Fahrenheit.","3' 07""",172.0 lbs,,Coal,Flame Body,"Rock,Fire","Water,Ground,Fighting,Rock"
Coalossal,"While it's engaged in battle, its mountain of coal will burn bright red, sending off sparks that scorch the surrounding area.","9' 02""",684.5 lbs,,Coal,Flame Body,"Rock,Fire","Water,Ground,Fighting,Rock"
Applin,"As soon as it's born, it burrows into an apple. Not only does the apple serve as its food source, but the flavor of the fruit determines its evolution.","0' 08""",1.1 lbs,,Apple Core,Gluttony,"Grass,Dragon","Flying,Ice,Dragon,Poison,Fairy,Bug"
Flapple,It flies on wings of apple skin and spits a powerful acid. It can also change its shape into that of an apple.,"1' 00""",2.2 lbs,,Apple Wing,Gluttony,"Grass,Dragon","Flying,Ice,Dragon,Poison,Fairy,Bug"
Appletun,"Its body is covered in sweet nectar, and the skin on its back is especially yummy. Children used to have it as a snack.","1' 04""",28.7 lbs,,Apple Nectar,Gluttony,"Grass,Dragon","Flying,Ice,Dragon,Poison,Fairy,Bug"
Silicobra,"It spews sand from its nostrils. While the enemy is blinded, it burrows into the ground to hide.","7' 03""",16.8 lbs,,Sand Snake,Shed Skin,Ground,"Water,Grass,Ice"
Sandaconda,Its unique style of coiling allows it to blast sand out of its sand sac more efficiently.,"12' 06""",144.4 lbs,,Sand Snake,Shed Skin,Ground,"Water,Grass,Ice"
Cramorant,"This hungry Pokémon swallows Arrokuda whole. Occasionally, it makes a mistake and tries to swallow a Pokémon other than its preferred prey.","2' 07""",39.7 lbs,,Gulp,Gulp Missile,"Flying,Water","Electric,Rock"
Arrokuda,"After it's eaten its fill, its movements become extremely sluggish. That's when Cramorant swallows it up.","1' 08""",2.2 lbs,,Rush,Swift Swim,Water,"Grass,Electric"
Barraskewda,"It spins its tail fins to propel itself, surging forward at speeds of over 100 knots before ramming prey and spearing into them.","4' 03""",66.1 lbs,,Skewer,Swift Swim,Water,"Grass,Electric"
Toxel,"It manipulates the chemical makeup of its poison to produce electricity. The voltage is weak, but it can cause a tingling paralysis.","1' 04""",24.3 lbs,,Baby,Static,"Electric,Poison","Psychic,Ground"
Toxtricity,"It has an electrical organ on its chest. While generating electricity, it fills its surroundings with what sounds like the strumming of a bass guitar.","5' 03""",88.2 lbs,,Punk,Minus,"Electric,Poison","Psychic,Ground"
Sizzlipede,"It wraps prey up with its heated body, cooking them in its coils. Once they're well-done, it will voraciously nibble them down to the last morsel.","2' 04""",2.2 lbs,,Radiator,Flash Fire,"Fire,Bug","Water,Flying,Rock"
Centiskorch,"While its burning body is already dangerous on its own, this excessively hostile Pokémon also has large and very sharp fangs.","9' 10""",264.6 lbs,,Radiator,Flash Fire,"Fire,Bug","Water,Flying,Rock"
Clobbopus,"Its tentacles tear off easily, but it isn't alarmed when that happens—it knows they'll grow back. It's about as smart as a three-year-old.","2' 00""",8.8 lbs,,Tantrum,Limber,Fighting,"Psychic,Flying,Fairy"
Grapploct,"Searching for an opponent to test its skills against, it emerges onto land. Once the battle is over, it returns to the sea.","5' 03""",86.0 lbs,,Jujitsu,Limber,Fighting,"Psychic,Flying,Fairy"
Sinistea,The teacup in which this Pokémon makes its home is a famous piece of antique tableware. Many forgeries are in circulation.,"0' 04""",0.4 lbs,,Black Tea,Weak Armor,Ghost,"Ghost,Dark"
Polteageist,"Leaving leftover black tea unattended is asking for this Pokémon to come along and pour itself into it, turning the tea into a new Polteageist.","0' 08""",0.9 lbs,,Black Tea,Weak Armor,Ghost,"Ghost,Dark"
Hatenna,"If this Pokémon senses a strong emotion, it will run away as fast as it can. It prefers areas without people.","1' 04""",7.5 lbs,,Calm,Anticipation,Psychic,"Ghost,Dark,Bug"
Hattrem,"Using the braids on its head, it pummels foes to get them to quiet down. One blow from those braids would knock out a professional boxer.","2' 00""",10.6 lbs,,Serene,Anticipation,Psychic,"Ghost,Dark,Bug"
Hatterene,"If you're too loud around it, you risk being torn apart by the claws on its tentacle. This Pokémon is also known as the Forest Witch.","6' 11""",11.2 lbs,,Silent,Anticipation,"Psychic,Fairy","Ghost,Steel,Poison"
Impidimp,"It sneaks into people's homes, stealing things and feasting on the negative energy of the frustrated occupants.","1' 04""",12.1 lbs,,Wily,Frisk,"Dark,Fairy","Steel,Fairy,Poison"
Morgrem,"With sly cunning, it tries to lure people into the woods. Some believe it to have the power to make crops grow.","2' 07""",27.6 lbs,,Devious,Frisk,"Dark,Fairy","Steel,Fairy,Poison"
Grimmsnarl,"Its hairs work like muscle fibers. When its hairs unfurl, they latch on to opponents, ensnaring them as tentacles would.","4' 11""",134.5 lbs,,Bulk Up,Frisk,"Dark,Fairy","Steel,Fairy,Poison"
Obstagoon,"It evolved after experiencing numerous fights. While crossing its arms, it lets out a shout that would make any opponent flinch.","5' 03""",101.4 lbs,,Blocking,Guts,"Dark,Normal","Fairy,Bug,Fighting"
Perrserker,"After many battles, it evolved dangerous claws that come together to form daggers when extended.","2' 07""",61.7 lbs,,Viking,Battle Armor,Steel,"Fire,Fighting,Ground"
Cursola,Be cautious of the ectoplasmic body surrounding its soul. You'll become stiff as stone if you touch it.,"3' 03""",0.9 lbs,,Coral,Weak Armor,Ghost,"Ghost,Dark"
Sirfetch'd,"After deflecting attacks with its hard leaf shield, it strikes back with its sharp leek stalk. The leek stalk is both weapon and food.","2' 07""",257.9 lbs,,Wild Duck,Steadfast,Fighting,"Psychic,Flying,Fairy"
Mr.,Its amusing movements make it very popular. It releases its psychic power from the pattern on its belly.,"4' 11""",128.3 lbs,,Comedian,Tangled Feet,"Ice,Psychic","Steel,Ghost,Fire,Dark,Rock,Bug"
Runerigus,"Never touch its shadowlike body, or you'll be shown the horrific memories behind the picture carved into it.","5' 03""",146.8 lbs,,Grudge,Wandering Spirit,"Ground,Ghost","Water,Ghost,Grass,Dark,Ice"
Milcery,They say that any patisserie visited by Milcery is guaranteed success and good fortune.,"0' 08""",0.7 lbs,,Cream,Sweet Veil,Fairy,"Steel,Poison"
Alcremie,"When Alcremie is content, the cream it secretes from its hands becomes sweeter and richer.","1' 00""",1.1 lbs,,Cream,Sweet Veil,Fairy,"Steel,Poison"
Falinks,"The six of them work together as one Pokémon. Teamwork is also their battle strategy, and they constantly change their formation as they fight.","9' 10""",136.7 lbs,"
    Unknown
                ",Formation,Battle Armor,Fighting,"Psychic,Flying,Fairy"
Pincurchin,"It stores electricity in each spine. Even if one gets broken off, it still continues to emit electricity for at least three hours.","1' 00""",2.2 lbs,,Sea Urchin,Lightning Rod,Electric,Ground
Snom,"It eats snow that piles up on the ground. The more snow it eats, the bigger and more impressive the spikes on its back grow.","1' 00""",8.4 lbs,,Worm,Shield Dust,"Ice,Bug","Fire,Steel,Flying,Rock"
Frosmoth,"It shows no mercy to any who desecrate fields and mountains. It will fly around on its icy wings, causing a blizzard to chase offenders away.","4' 03""",92.6 lbs,,Frost Moth,Shield Dust,"Ice,Bug","Fire,Steel,Flying,Rock"
Stonjourner,"Once a year, on a specific date and at a specific time, they gather out of nowhere and form up in a circle.","8' 02""",1146.4 lbs,,Big Rock,Power Spot,Rock,"Water,Steel,Grass,Fighting,Ground"
Eiscue,"This Pokémon keeps its heat-sensitive head cool with ice. It fishes for its food, dangling its single hair into the sea to lure in prey.","4' 07""",196.2 lbs,,Penguin,Ice Face,Ice,"Fire,Steel,Fighting,Rock"
Indeedee,They diligently serve people and Pokémon so they can gather feelings of gratitude. The females are particularly good at babysitting.,"2' 11""",61.7 lbs,,Emotion,Synchronize,"Psychic,Normal","Dark,Bug"
Morpeko,"It carries electrically roasted seeds with it as if they're precious treasures. No matter how much it eats, it always gets hungry again in short order.","1' 00""",6.6 lbs,,Two-Sided,Hunger Switch,"Electric,Dark","Fairy,Bug,Fighting,Ground"
Cufant,"If a job requires serious strength, this Pokémon will excel at it. Its copper body tarnishes in the rain, turning a vibrant green color.","3' 11""",220.5 lbs,,Copperderm,Sheer Force,Steel,"Fire,Fighting,Ground"
Copperajah,"These Pokémon live in herds. Their trunks have incredible grip strength, strong enough to crush giant rocks into powder.","9' 10""",1433.0 lbs,,Copperderm,Sheer Force,Steel,"Fire,Fighting,Ground"
